subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
SUB00949,ACC00949,PLN_ENTERPRISE,2023-06-03,2024-08-09,cancelled,499,2499
SUB00950,ACC00950,PLN_STARTER,2023-06-03,2023-11-22,cancelled,3,49
SUB00951,ACC00951,PLN_STARTER,2023-06-03,2024-09-10,cancelled,5,49
SUB00952,ACC00952,PLN_STARTER,2023-06-03,2023-10-03,cancelled,5,49
SUB00953,ACC00953,PLN_GROWTH,2023-06-03,2024-04-24,cancelled,21,199
SUB00954,ACC00954,PLN_STARTER,2023-06-03,2023-08-04,cancelled,4,49
SUB00955,ACC00955,PLN_STARTER,2023-06-03,2023-09-13,cancelled,3,49
SUB00956,ACC00956,PLN_ENTERPRISE,2023-06-03,2025-01-01,cancelled,499,2499
SUB00957,ACC00957,PLN_GROWTH,2023-06-04,2023-08-19,cancelled,20,199
SUB00958,ACC00958,PLN_STARTER,2023-06-04,2023-08-05,cancelled,4,49
SUB00959,ACC00959,PLN_STARTER,2023-06-04,2024-04-05,cancelled,5,49
SUB00960,ACC00960,PLN_GROWTH,2023-06-05,2024-02-02,cancelled,18,199
SUB00961,ACC00961,PLN_STARTER,2023-06-05,2024-06-17,cancelled,5,49
SUB00962,ACC00962,PLN_GROWTH,2023-06-05,2023-11-12,cancelled,16,199
SUB00963,ACC00963,PLN_GROWTH,2023-06-05,2023-12-21,cancelled,16,199
SUB00964,ACC00964,PLN_GROWTH,2023-06-05,2023-09-22,cancelled,21,199
SUB00965,ACC00965,PLN_SCALE,2023-06-06,2023-09-08,cancelled,87,799
SUB00966,ACC00966,PLN_STARTER,2023-06-06,2024-01-17,cancelled,3,49
SUB00967,ACC00967,PLN_SCALE,2023-06-06,2023-09-20,cancelled,107,799
SUB00968,ACC00968,PLN_SCALE,2023-06-06,2024-05-02,cancelled,81,799
SUB00969,ACC00969,PLN_ENTERPRISE,2023-06-06,2024-02-24,cancelled,493,2499
SUB00970,ACC00970,PLN_ENTERPRISE,2023-06-07,2023-07-09,cancelled,451,2499
SUB00971,ACC00971,PLN_STARTER,2023-06-07,2023-08-18,cancelled,5,49
SUB00972,ACC00972,PLN_GROWTH,2023-06-07,2023-08-26,cancelled,18,199
SUB00973,ACC00973,PLN_ENTERPRISE,2023-06-07,2023-08-15,cancelled,507,2499
SUB00974,ACC00974,PLN_SCALE,2023-06-07,2023-08-28,cancelled,81,799
SUB00975,ACC00975,PLN_GROWTH,2023-06-07,2023-10-15,cancelled,22,199
SUB00976,ACC00976,PLN_SCALE,2023-06-08,2025-11-17,cancelled,80,799
SUB00977,ACC00977,PLN_STARTER,2023-06-08,2023-10-24,cancelled,3,49
SUB00978,ACC00978,PLN_SCALE,2023-06-08,2025-05-09,cancelled,103,799
SUB00979,ACC00979,PLN_SCALE,2023-06-08,2023-08-20,cancelled,84,799
SUB00980,ACC00980,PLN_STARTER,2023-06-08,2025-03-12,cancelled,5,49
SUB00981,ACC00981,PLN_GROWTH,2023-06-08,2024-10-16,cancelled,21,199
SUB00982,ACC00982,PLN_STARTER,2023-06-09,,active,3,49
SUB00983,ACC00983,PLN_GROWTH,2023-06-09,2024-03-02,cancelled,20,199
SUB00984,ACC00984,PLN_STARTER,2023-06-09,2023-08-03,cancelled,4,49
SUB00985,ACC00985,PLN_GROWTH,2023-06-09,2024-05-02,cancelled,19,199
SUB00986,ACC00986,PLN_SCALE,2023-06-09,,active,94,799
SUB00987,ACC00987,PLN_STARTER,2023-06-09,,active,5,49
SUB00988,ACC00988,PLN_STARTER,2023-06-09,2024-04-19,cancelled,5,49
SUB00989,ACC00989,PLN_GROWTH,2023-06-10,2023-09-20,cancelled,15,199
SUB00990,ACC00990,PLN_ENTERPRISE,2023-06-10,2023-12-22,cancelled,558,2499
SUB00991,ACC00991,PLN_STARTER,2023-06-10,2024-03-19,cancelled,5,49
SUB00992,ACC00992,PLN_GROWTH,2023-06-10,2023-12-18,cancelled,15,199
SUB00993,ACC00993,PLN_SCALE,2023-06-10,2024-04-08,cancelled,76,799
SUB00994,ACC00994,PLN_GROWTH,2023-06-10,2024-03-08,cancelled,20,199
SUB00995,ACC00995,PLN_STARTER,2023-06-10,2024-01-17,cancelled,3,49
SUB00996,ACC00996,PLN_STARTER,2023-06-10,,active,4,49
SUB00997,ACC00997,PLN_STARTER,2023-06-10,2024-09-09,cancelled,5,49
SUB00998,ACC00998,PLN_GROWTH,2023-06-10,2024-03-08,cancelled,14,199
SUB00999,ACC00999,PLN_STARTER,2023-06-11,2023-08-19,cancelled,5,49
SUB01000,ACC01000,PLN_STARTER,2023-06-11,2024-04-25,cancelled,3,49
SUB01001,ACC01001,PLN_STARTER,2023-06-11,2023-09-20,cancelled,5,49
SUB01002,ACC01002,PLN_GROWTH,2023-06-11,2023-11-05,cancelled,20,199
SUB01003,ACC01003,PLN_STARTER,2023-06-11,2023-08-26,cancelled,4,49
SUB01004,ACC01004,PLN_GROWTH,2023-06-11,2024-09-14,cancelled,16,199
SUB01005,ACC01005,PLN_SCALE,2023-06-11,2023-10-04,cancelled,106,799
SUB01006,ACC01006,PLN_SCALE,2023-06-11,,active,105,799
SUB01007,ACC01007,PLN_SCALE,2023-06-12,2024-01-22,cancelled,100,799
SUB01008,ACC01008,PLN_GROWTH,2023-06-12,2023-12-02,cancelled,13,199
SUB01009,ACC01009,PLN_STARTER,2023-06-12,2024-01-16,cancelled,4,49
SUB01010,ACC01010,PLN_SCALE,2023-06-12,2024-04-01,cancelled,85,799
SUB01011,ACC01011,PLN_ENTERPRISE,2023-06-12,2023-08-09,cancelled,388,2499
SUB01012,ACC01012,PLN_ENTERPRISE,2023-06-12,2023-07-06,cancelled,306,2499
SUB01013,ACC01013,PLN_SCALE,2023-06-12,2024-05-03,cancelled,77,799
SUB01014,ACC01014,PLN_SCALE,2023-06-13,2023-11-14,cancelled,67,799
SUB01015,ACC01015,PLN_GROWTH,2023-06-13,2023-08-13,cancelled,14,199
SUB01016,ACC01016,PLN_GROWTH,2023-06-13,2023-09-06,cancelled,20,199
SUB01017,ACC01017,PLN_GROWTH,2023-06-13,2025-09-22,cancelled,23,199
SUB01018,ACC01018,PLN_STARTER,2023-06-13,2024-08-18,cancelled,6,49
SUB01019,ACC01019,PLN_STARTER,2023-06-13,2024-07-25,cancelled,4,49
SUB01020,ACC01020,PLN_STARTER,2023-06-14,2024-01-07,cancelled,5,49
SUB01021,ACC01021,PLN_STARTER,2023-06-14,2025-02-03,cancelled,3,49
SUB01022,ACC01022,PLN_GROWTH,2023-06-14,2024-03-19,cancelled,23,199
SUB01023,ACC01023,PLN_STARTER,2023-06-14,2024-08-27,cancelled,4,49
SUB01024,ACC01024,PLN_STARTER,2023-06-14,2023-07-18,cancelled,5,49
SUB01025,ACC01025,PLN_GROWTH,2023-06-14,2023-09-15,cancelled,13,199
SUB01026,ACC01026,PLN_STARTER,2023-06-15,2023-11-01,cancelled,5,49
SUB01027,ACC01027,PLN_GROWTH,2023-06-15,2023-11-18,cancelled,12,199
SUB01028,ACC01028,PLN_GROWTH,2023-06-15,2025-01-18,cancelled,13,199
SUB01029,ACC01029,PLN_ENTERPRISE,2023-06-15,2025-09-13,cancelled,390,2499
SUB01030,ACC01030,PLN_SCALE,2023-06-15,2024-04-15,cancelled,107,799
SUB01031,ACC01031,PLN_ENTERPRISE,2023-06-15,2024-03-10,cancelled,541,2499
SUB01032,ACC01032,PLN_STARTER,2023-06-15,2024-03-27,cancelled,4,49
SUB01033,ACC01033,PLN_STARTER,2023-06-15,2024-09-22,cancelled,4,49
SUB01034,ACC01034,PLN_STARTER,2023-06-16,2025-02-17,cancelled,3,49
SUB01035,ACC01035,PLN_STARTER,2023-06-16,2023-09-24,cancelled,5,49
SUB01036,ACC01036,PLN_SCALE,2023-06-16,2024-01-22,cancelled,70,799
SUB01037,ACC01037,PLN_STARTER,2023-06-16,2023-09-04,cancelled,5,49
SUB01038,ACC01038,PLN_GROWTH,2023-06-17,2023-08-25,cancelled,16,199
SUB01039,ACC01039,PLN_STARTER,2023-06-17,2024-01-12,cancelled,5,49
SUB01040,ACC01040,PLN_SCALE,2023-06-17,2024-02-23,cancelled,105,799
SUB01041,ACC01041,PLN_SCALE,2023-06-17,2023-09-21,cancelled,88,799
SUB01042,ACC01042,PLN_STARTER,2023-06-17,2023-12-09,cancelled,4,49
SUB01043,ACC01043,PLN_GROWTH,2023-06-17,2024-04-06,cancelled,18,199
SUB01044,ACC01044,PLN_STARTER,2023-06-18,2023-07-09,cancelled,4,49
SUB01045,ACC01045,PLN_STARTER,2023-06-18,2024-03-01,cancelled,4,49
SUB01046,ACC01046,PLN_ENTERPRISE,2023-06-18,2025-08-14,cancelled,350,2499
SUB01047,ACC01047,PLN_STARTER,2023-06-18,2023-10-17,cancelled,5,49
SUB01048,ACC01048,PLN_SCALE,2023-06-19,,active,94,799
SUB01049,ACC01049,PLN_STARTER,2023-06-19,2023-07-22,cancelled,3,49
SUB01050,ACC01050,PLN_SCALE,2023-06-19,2024-07-13,cancelled,94,799
SUB01051,ACC01051,PLN_SCALE,2023-06-19,2024-05-14,cancelled,107,799
SUB01052,ACC01052,PLN_STARTER,2023-06-19,2024-10-18,cancelled,5,49
SUB01053,ACC01053,PLN_STARTER,2023-06-19,2023-08-12,cancelled,5,49
SUB01054,ACC01054,PLN_ENTERPRISE,2023-06-19,2023-11-21,cancelled,355,2499
SUB01055,ACC01055,PLN_ENTERPRISE,2023-06-19,2024-11-24,cancelled,342,2499
SUB01056,ACC01056,PLN_STARTER,2023-06-20,2024-09-18,cancelled,5,49
SUB01057,ACC01057,PLN_STARTER,2023-06-20,2024-10-02,cancelled,6,49
SUB01058,ACC01058,PLN_STARTER,2023-06-20,,active,4,49
SUB01059,ACC01059,PLN_SCALE,2023-06-20,2025-07-17,cancelled,74,799
SUB01060,ACC01060,PLN_STARTER,2023-06-20,2023-11-16,cancelled,4,49
SUB01061,ACC01061,PLN_SCALE,2023-06-20,2023-08-18,cancelled,79,799
SUB01062,ACC01062,PLN_ENTERPRISE,2023-06-20,2023-08-03,cancelled,570,2499
SUB01063,ACC01063,PLN_SCALE,2023-06-20,,active,111,799
SUB01064,ACC01064,PLN_STARTER,2023-06-21,2023-08-07,cancelled,5,49
SUB01065,ACC01065,PLN_GROWTH,2023-06-21,2024-10-13,cancelled,17,199
SUB01066,ACC01066,PLN_STARTER,2023-06-21,2024-01-17,cancelled,5,49
SUB01067,ACC01067,PLN_GROWTH,2023-06-21,2023-11-04,cancelled,19,199
SUB01068,ACC01068,PLN_GROWTH,2023-06-21,2023-08-04,cancelled,18,199
SUB01069,ACC01069,PLN_SCALE,2023-06-21,,active,61,799
SUB01070,ACC01070,PLN_STARTER,2023-06-21,2024-03-19,cancelled,4,49
SUB01071,ACC01071,PLN_SCALE,2023-06-21,2024-08-17,cancelled,101,799
SUB01072,ACC01072,PLN_GROWTH,2023-06-21,2024-06-22,cancelled,23,199
SUB01073,ACC01073,PLN_GROWTH,2023-06-21,2023-08-21,cancelled,13,199
SUB01074,ACC01074,PLN_STARTER,2023-06-22,2024-01-17,cancelled,3,49
SUB01075,ACC01075,PLN_STARTER,2023-06-22,2024-05-01,cancelled,4,49
SUB01076,ACC01076,PLN_SCALE,2023-06-22,2024-09-24,cancelled,78,799
SUB01077,ACC01077,PLN_STARTER,2023-06-22,2024-03-05,cancelled,4,49
SUB01078,ACC01078,PLN_SCALE,2023-06-22,2024-11-22,cancelled,109,799
SUB01079,ACC01079,PLN_STARTER,2023-06-23,2023-10-15,cancelled,3,49
SUB01080,ACC01080,PLN_STARTER,2023-06-23,2023-12-21,cancelled,3,49
SUB01081,ACC01081,PLN_SCALE,2023-06-23,2023-12-12,cancelled,65,799
SUB01082,ACC01082,PLN_GROWTH,2023-06-23,,active,20,199
SUB01083,ACC01083,PLN_GROWTH,2023-06-24,2023-12-09,cancelled,19,199
SUB01084,ACC01084,PLN_STARTER,2023-06-24,2025-04-16,cancelled,4,49
SUB01085,ACC01085,PLN_ENTERPRISE,2023-06-24,2023-12-07,cancelled,423,2499
SUB01086,ACC01086,PLN_SCALE,2023-06-24,2023-12-17,cancelled,108,799
SUB01087,ACC01087,PLN_GROWTH,2023-06-24,2023-11-21,cancelled,15,199
SUB01088,ACC01088,PLN_SCALE,2023-06-24,2023-07-03,cancelled,83,799
SUB01089,ACC01089,PLN_SCALE,2023-06-24,2024-08-01,cancelled,69,799
SUB01090,ACC01090,PLN_STARTER,2023-06-24,2025-09-10,cancelled,3,49
SUB01091,ACC01091,PLN_STARTER,2023-06-25,2023-08-22,cancelled,6,49
SUB01092,ACC01092,PLN_STARTER,2023-06-25,2023-12-14,cancelled,6,49
SUB01093,ACC01093,PLN_SCALE,2023-06-25,2024-05-10,cancelled,78,799
SUB01094,ACC01094,PLN_SCALE,2023-06-26,2024-10-04,cancelled,64,799
SUB01095,ACC01095,PLN_STARTER,2023-06-26,2023-09-18,cancelled,4,49
SUB01096,ACC01096,PLN_STARTER,2023-06-26,2024-12-15,cancelled,5,49
SUB01097,ACC01097,PLN_GROWTH,2023-06-26,2024-04-01,cancelled,13,199
SUB01098,ACC01098,PLN_STARTER,2023-06-26,2024-05-26,cancelled,5,49
SUB01099,ACC01099,PLN_GROWTH,2023-06-26,2023-10-01,cancelled,17,199
SUB01100,ACC01100,PLN_STARTER,2023-06-27,2024-05-21,cancelled,4,49
SUB01101,ACC01101,PLN_STARTER,2023-06-27,2023-09-19,cancelled,3,49
SUB01102,ACC01102,PLN_STARTER,2023-06-28,2023-09-02,cancelled,5,49
SUB01103,ACC01103,PLN_STARTER,2023-06-28,2023-09-09,cancelled,5,49
SUB01104,ACC01104,PLN_GROWTH,2023-06-28,2024-12-05,cancelled,19,199
SUB01105,ACC01105,PLN_GROWTH,2023-06-28,,active,19,199
SUB01106,ACC01106,PLN_GROWTH,2023-06-28,2023-11-15,cancelled,20,199
SUB01107,ACC01107,PLN_STARTER,2023-06-28,2023-10-12,cancelled,4,49
SUB01108,ACC01108,PLN_SCALE,2023-06-28,2025-03-27,cancelled,68,799
SUB01109,ACC01109,PLN_ENTERPRISE,2023-06-28,2024-03-20,cancelled,407,2499
SUB01110,ACC01110,PLN_GROWTH,2023-06-28,2024-08-17,cancelled,19,199
SUB01111,ACC01111,PLN_GROWTH,2023-06-29,2024-07-21,cancelled,15,199
SUB01112,ACC01112,PLN_ENTERPRISE,2023-06-29,2023-07-17,cancelled,302,2499
SUB01113,ACC01113,PLN_SCALE,2023-06-30,2024-03-23,cancelled,112,799
SUB01114,ACC01114,PLN_SCALE,2023-06-30,2025-10-21,cancelled,96,799
SUB01115,ACC01115,PLN_STARTER,2023-06-30,2024-06-25,cancelled,5,49
SUB01116,ACC01116,PLN_STARTER,2023-06-30,2024-08-06,cancelled,5,49
SUB01117,ACC01117,PLN_ENTERPRISE,2023-06-30,2024-02-01,cancelled,380,2499
SUB01118,ACC01118,PLN_GROWTH,2023-06-30,2024-06-01,cancelled,19,199
SUB01119,ACC01119,PLN_GROWTH,2023-06-30,2024-05-08,cancelled,16,199
SUB01120,ACC01120,PLN_STARTER,2023-07-01,2023-09-12,cancelled,4,49
SUB01121,ACC01121,PLN_SCALE,2023-07-01,2023-10-04,cancelled,82,799
SUB01122,ACC01122,PLN_SCALE,2023-07-01,2024-01-23,cancelled,95,799
SUB01123,ACC01123,PLN_SCALE,2023-07-01,2025-03-02,cancelled,103,799
SUB01124,ACC01124,PLN_SCALE,2023-07-01,2024-05-14,cancelled,72,799
SUB01125,ACC01125,PLN_GROWTH,2023-07-01,2023-08-27,cancelled,13,199
SUB01126,ACC01126,PLN_SCALE,2023-07-02,2023-09-07,cancelled,77,799
SUB01127,ACC01127,PLN_STARTER,2023-07-02,2024-01-13,cancelled,3,49
SUB01128,ACC01128,PLN_GROWTH,2023-07-02,2023-09-19,cancelled,22,199
SUB01129,ACC01129,PLN_SCALE,2023-07-02,2024-02-10,cancelled,108,799
SUB01130,ACC01130,PLN_STARTER,2023-07-02,2024-07-02,cancelled,4,49
SUB01131,ACC01131,PLN_SCALE,2023-07-02,2024-05-11,cancelled,84,799
SUB01132,ACC01132,PLN_STARTER,2023-07-02,2023-10-21,cancelled,5,49
SUB01133,ACC01133,PLN_STARTER,2023-07-02,2024-02-07,cancelled,4,49
SUB01134,ACC01134,PLN_GROWTH,2023-07-02,2024-08-15,cancelled,22,199
SUB01135,ACC01135,PLN_STARTER,2023-07-02,2024-08-25,cancelled,4,49
SUB01136,ACC01136,PLN_SCALE,2023-07-03,2024-12-04,cancelled,94,799
SUB01137,ACC01137,PLN_STARTER,2023-07-03,2024-01-07,cancelled,4,49
SUB01138,ACC01138,PLN_GROWTH,2023-07-03,2024-05-19,cancelled,16,199
SUB01139,ACC01139,PLN_GROWTH,2023-07-03,2025-04-16,cancelled,18,199
SUB01140,ACC01140,PLN_STARTER,2023-07-03,2024-06-18,cancelled,4,49
SUB01141,ACC01141,PLN_SCALE,2023-07-03,2023-11-12,cancelled,99,799
SUB01142,ACC01142,PLN_GROWTH,2023-07-03,2024-03-02,cancelled,13,199
SUB01143,ACC01143,PLN_SCALE,2023-07-03,2023-09-14,cancelled,63,799
SUB01144,ACC01144,PLN_STARTER,2023-07-04,2025-07-22,cancelled,3,49
SUB01145,ACC01145,PLN_SCALE,2023-07-04,2023-09-22,cancelled,84,799
SUB01146,ACC01146,PLN_SCALE,2023-07-04,,active,114,799
SUB01147,ACC01147,PLN_SCALE,2023-07-04,2024-01-03,cancelled,77,799
SUB01148,ACC01148,PLN_SCALE,2023-07-04,2024-08-20,cancelled,101,799
SUB01149,ACC01149,PLN_GROWTH,2023-07-05,,active,18,199
SUB01150,ACC01150,PLN_GROWTH,2023-07-05,2023-10-18,cancelled,15,199
SUB01151,ACC01151,PLN_GROWTH,2023-07-05,2024-12-16,cancelled,18,199
SUB01152,ACC01152,PLN_GROWTH,2023-07-05,2024-01-04,cancelled,19,199
SUB01153,ACC01153,PLN_GROWTH,2023-07-05,2024-09-21,cancelled,18,199
SUB01154,ACC01154,PLN_SCALE,2023-07-06,2024-01-24,cancelled,61,799
SUB01155,ACC01155,PLN_STARTER,2023-07-06,2024-07-28,cancelled,5,49
SUB01156,ACC01156,PLN_STARTER,2023-07-06,2023-10-04,cancelled,3,49
SUB01157,ACC01157,PLN_SCALE,2023-07-06,2023-12-27,cancelled,115,799
SUB01158,ACC01158,PLN_GROWTH,2023-07-06,2024-07-08,cancelled,21,199
SUB01159,ACC01159,PLN_STARTER,2023-07-06,2025-11-14,cancelled,4,49
SUB01160,ACC01160,PLN_STARTER,2023-07-07,2023-08-20,cancelled,4,49
SUB01161,ACC01161,PLN_GROWTH,2023-07-07,2023-09-08,cancelled,12,199
SUB01162,ACC01162,PLN_GROWTH,2023-07-07,2023-09-15,cancelled,18,199
SUB01163,ACC01163,PLN_STARTER,2023-07-07,2023-11-18,cancelled,4,49
SUB01164,ACC01164,PLN_GROWTH,2023-07-07,2023-10-15,cancelled,18,199
SUB01165,ACC01165,PLN_SCALE,2023-07-08,2023-11-16,cancelled,84,799
SUB01166,ACC01166,PLN_ENTERPRISE,2023-07-08,2023-10-04,cancelled,431,2499
SUB01167,ACC01167,PLN_GROWTH,2023-07-08,2024-04-21,cancelled,18,199
SUB01168,ACC01168,PLN_SCALE,2023-07-08,2024-06-26,cancelled,84,799
SUB01169,ACC01169,PLN_SCALE,2023-07-08,2024-04-10,cancelled,61,799
SUB01170,ACC01170,PLN_SCALE,2023-07-08,2025-07-21,cancelled,95,799
SUB01171,ACC01171,PLN_GROWTH,2023-07-08,2023-09-02,cancelled,18,199
SUB01172,ACC01172,PLN_STARTER,2023-07-08,2024-10-10,cancelled,4,49
SUB01173,ACC01173,PLN_GROWTH,2023-07-08,2024-03-24,cancelled,17,199
SUB01174,ACC01174,PLN_STARTER,2023-07-09,2024-02-16,cancelled,5,49
SUB01175,ACC01175,PLN_ENTERPRISE,2023-07-09,2023-12-07,cancelled,477,2499
SUB01176,ACC01176,PLN_STARTER,2023-07-09,2023-11-01,cancelled,3,49
SUB01177,ACC01177,PLN_SCALE,2023-07-09,2025-03-27,cancelled,60,799
SUB01178,ACC01178,PLN_STARTER,2023-07-09,2023-10-09,cancelled,5,49
SUB01179,ACC01179,PLN_STARTER,2023-07-09,2023-11-26,cancelled,4,49
SUB01180,ACC01180,PLN_STARTER,2023-07-09,2023-08-25,cancelled,6,49
SUB01181,ACC01181,PLN_ENTERPRISE,2023-07-09,2024-04-11,cancelled,497,2499
SUB01182,ACC01182,PLN_STARTER,2023-07-09,2024-04-04,cancelled,5,49
SUB01183,ACC01183,PLN_SCALE,2023-07-09,2025-01-21,cancelled,110,799
SUB01184,ACC01184,PLN_STARTER,2023-07-09,2024-04-26,cancelled,5,49
SUB01185,ACC01185,PLN_GROWTH,2023-07-10,2024-07-23,cancelled,19,199
SUB01186,ACC01186,PLN_STARTER,2023-07-10,2023-10-09,cancelled,5,49
SUB01187,ACC01187,PLN_STARTER,2023-07-10,2024-04-15,cancelled,4,49
SUB01188,ACC01188,PLN_SCALE,2023-07-10,2024-02-06,cancelled,106,799
SUB01189,ACC01189,PLN_STARTER,2023-07-10,2023-08-13,cancelled,4,49
SUB01190,ACC01190,PLN_GROWTH,2023-07-10,2024-04-24,cancelled,14,199
SUB01191,ACC01191,PLN_ENTERPRISE,2023-07-10,2023-08-19,cancelled,552,2499
SUB01192,ACC01192,PLN_STARTER,2023-07-11,2023-12-26,cancelled,4,49
SUB01193,ACC01193,PLN_ENTERPRISE,2023-07-11,2025-05-22,cancelled,490,2499
SUB01194,ACC01194,PLN_STARTER,2023-07-11,2024-07-19,cancelled,6,49
SUB01195,ACC01195,PLN_SCALE,2023-07-11,2024-08-10,cancelled,65,799
SUB01196,ACC01196,PLN_STARTER,2023-07-11,2023-10-01,cancelled,4,49
SUB01197,ACC01197,PLN_SCALE,2023-07-11,2024-05-01,cancelled,65,799
SUB01198,ACC01198,PLN_STARTER,2023-07-11,2023-08-11,cancelled,3,49
SUB01199,ACC01199,PLN_STARTER,2023-07-11,2024-11-24,cancelled,4,49
SUB01200,ACC01200,PLN_STARTER,2023-07-11,2024-02-20,cancelled,3,49
SUB01201,ACC01201,PLN_STARTER,2023-07-11,2023-10-14,cancelled,4,49
SUB01202,ACC01202,PLN_STARTER,2023-07-12,2024-06-24,cancelled,3,49
SUB01203,ACC01203,PLN_STARTER,2023-07-12,2024-02-23,cancelled,5,49
SUB01204,ACC01204,PLN_STARTER,2023-07-12,2024-01-23,cancelled,5,49
SUB01205,ACC01205,PLN_STARTER,2023-07-12,2023-08-01,cancelled,4,49
SUB01206,ACC01206,PLN_SCALE,2023-07-13,2023-09-10,cancelled,66,799
SUB01207,ACC01207,PLN_SCALE,2023-07-13,2025-02-13,cancelled,91,799
SUB01208,ACC01208,PLN_STARTER,2023-07-13,2024-03-18,cancelled,5,49
SUB01209,ACC01209,PLN_SCALE,2023-07-13,2023-12-08,cancelled,108,799
SUB01210,ACC01210,PLN_GROWTH,2023-07-13,2024-07-14,cancelled,20,199
SUB01211,ACC01211,PLN_SCALE,2023-07-13,2023-11-20,cancelled,105,799
SUB01212,ACC01212,PLN_SCALE,2023-07-13,2023-10-20,cancelled,97,799
SUB01213,ACC01213,PLN_STARTER,2023-07-13,2024-05-28,cancelled,4,49
SUB01214,ACC01214,PLN_STARTER,2023-07-13,2024-04-11,cancelled,6,49
SUB01215,ACC01215,PLN_STARTER,2023-07-14,2024-02-24,cancelled,4,49
SUB01216,ACC01216,PLN_ENTERPRISE,2023-07-14,2023-12-26,cancelled,402,2499
SUB01217,ACC01217,PLN_SCALE,2023-07-14,2023-09-25,cancelled,79,799
SUB01218,ACC01218,PLN_STARTER,2023-07-14,2023-10-28,cancelled,3,49
SUB01219,ACC01219,PLN_GROWTH,2023-07-14,2025-10-08,cancelled,18,199
SUB01220,ACC01220,PLN_GROWTH,2023-07-14,2024-03-12,cancelled,13,199
SUB01221,ACC01221,PLN_STARTER,2023-07-14,2024-03-27,cancelled,5,49
SUB01222,ACC01222,PLN_ENTERPRISE,2023-07-14,2024-07-28,cancelled,365,2499
SUB01223,ACC01223,PLN_SCALE,2023-07-14,2024-02-15,cancelled,77,799
SUB01224,ACC01224,PLN_SCALE,2023-07-14,2023-10-26,cancelled,78,799
SUB01225,ACC01225,PLN_STARTER,2023-07-15,2023-08-08,cancelled,4,49
SUB01226,ACC01226,PLN_SCALE,2023-07-15,2024-06-10,cancelled,107,799
SUB01227,ACC01227,PLN_SCALE,2023-07-15,2024-04-25,cancelled,87,799
SUB01228,ACC01228,PLN_STARTER,2023-07-15,2024-01-24,cancelled,4,49
SUB01229,ACC01229,PLN_GROWTH,2023-07-15,2024-04-26,cancelled,22,199
SUB01230,ACC01230,PLN_ENTERPRISE,2023-07-15,2024-12-02,cancelled,358,2499
SUB01231,ACC01231,PLN_GROWTH,2023-07-15,2024-11-04,cancelled,16,199
SUB01232,ACC01232,PLN_STARTER,2023-07-16,2024-08-06,cancelled,5,49
SUB01233,ACC01233,PLN_SCALE,2023-07-16,2025-09-20,cancelled,72,799
SUB01234,ACC01234,PLN_SCALE,2023-07-16,2023-09-04,cancelled,61,799
SUB01235,ACC01235,PLN_GROWTH,2023-07-16,2023-10-18,cancelled,22,199
SUB01236,ACC01236,PLN_STARTER,2023-07-16,2024-02-01,cancelled,3,49
SUB01237,ACC01237,PLN_GROWTH,2023-07-16,2024-05-01,cancelled,20,199
SUB01238,ACC01238,PLN_ENTERPRISE,2023-07-16,2025-04-03,cancelled,386,2499
SUB01239,ACC01239,PLN_GROWTH,2023-07-17,2025-08-22,cancelled,22,199
SUB01240,ACC01240,PLN_STARTER,2023-07-17,2024-04-13,cancelled,5,49
SUB01241,ACC01241,PLN_SCALE,2023-07-17,2023-11-24,cancelled,101,799
SUB01242,ACC01242,PLN_SCALE,2023-07-17,2023-12-27,cancelled,69,799
SUB01243,ACC01243,PLN_ENTERPRISE,2023-07-17,2023-10-24,cancelled,520,2499
SUB01244,ACC01244,PLN_GROWTH,2023-07-17,2024-11-20,cancelled,18,199
SUB01245,ACC01245,PLN_GROWTH,2023-07-18,2024-11-23,cancelled,16,199
SUB01246,ACC01246,PLN_SCALE,2023-07-18,2024-02-27,cancelled,62,799
SUB01247,ACC01247,PLN_GROWTH,2023-07-18,2024-07-05,cancelled,19,199
SUB01248,ACC01248,PLN_SCALE,2023-07-18,2023-08-20,cancelled,78,799
SUB01249,ACC01249,PLN_SCALE,2023-07-18,2024-02-28,cancelled,76,799
SUB01250,ACC01250,PLN_STARTER,2023-07-18,2024-10-15,cancelled,5,49
SUB01251,ACC01251,PLN_GROWTH,2023-07-19,2023-08-19,cancelled,13,199
SUB01252,ACC01252,PLN_ENTERPRISE,2023-07-19,2025-08-23,cancelled,542,2499
SUB01253,ACC01253,PLN_STARTER,2023-07-19,2023-09-05,cancelled,4,49
SUB01254,ACC01254,PLN_GROWTH,2023-07-20,2023-09-17,cancelled,17,199
SUB01255,ACC01255,PLN_STARTER,2023-07-20,2023-10-02,cancelled,4,49
SUB01256,ACC01256,PLN_GROWTH,2023-07-20,2023-12-23,cancelled,19,199
SUB01257,ACC01257,PLN_STARTER,2023-07-20,2024-01-02,cancelled,3,49
SUB01258,ACC01258,PLN_STARTER,2023-07-20,2023-10-24,cancelled,3,49
SUB01259,ACC01259,PLN_GROWTH,2023-07-20,2024-01-06,cancelled,23,199
SUB01260,ACC01260,PLN_SCALE,2023-07-20,2025-05-14,cancelled,90,799
SUB01261,ACC01261,PLN_ENTERPRISE,2023-07-20,2025-05-21,cancelled,363,2499
SUB01262,ACC01262,PLN_GROWTH,2023-07-20,2024-09-14,cancelled,15,199
