account_id,snapshot_month,cohort_month,is_cohort_month,plan_id,mrr,acquisition_channel,region,segment,months_since_cohort
ACC01486,2025-11-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,27
ACC01486,2025-12-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,28
ACC01487,2023-08-01,2023-08-01,1,PLN_SCALE,799,Referral,APAC,Mid-Market,0
ACC01487,2023-09-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,Mid-Market,1
ACC01488,2023-08-01,2023-08-01,1,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,0
ACC01488,2023-09-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,1
ACC01488,2023-10-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,2
ACC01488,2023-11-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,3
ACC01488,2023-12-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,4
ACC01488,2024-01-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,5
ACC01488,2024-02-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,6
ACC01488,2024-03-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,7
ACC01488,2024-04-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,8
ACC01488,2024-05-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,9
ACC01488,2024-06-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,10
ACC01488,2024-07-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,11
ACC01488,2024-08-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,12
ACC01488,2024-09-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,13
ACC01488,2024-10-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,14
ACC01488,2024-11-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,15
ACC01488,2024-12-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,16
ACC01488,2025-01-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,17
ACC01488,2025-02-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,18
ACC01488,2025-03-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,19
ACC01488,2025-04-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,20
ACC01488,2025-05-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,21
ACC01488,2025-06-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,22
ACC01488,2025-07-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,23
ACC01488,2025-08-01,2023-08-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Mid-Market,24
ACC01489,2023-08-01,2023-08-01,1,PLN_SCALE,799,Referral,APAC,SMB,0
ACC01489,2023-09-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,1
ACC01489,2023-10-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,2
ACC01489,2023-11-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,3
ACC01489,2023-12-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,4
ACC01489,2024-01-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,5
ACC01489,2024-02-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,6
ACC01489,2024-03-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,7
ACC01489,2024-04-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,8
ACC01489,2024-05-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,9
ACC01489,2024-06-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,10
ACC01489,2024-07-01,2023-08-01,0,PLN_SCALE,799,Referral,APAC,SMB,11
ACC01490,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Partner,North America,Mid-Market,0
ACC01490,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,1
ACC01490,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,2
ACC01490,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,3
ACC01490,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,4
ACC01490,2024-01-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,5
ACC01490,2024-02-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,6
ACC01490,2024-03-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,7
ACC01490,2024-04-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,8
ACC01490,2024-05-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,9
ACC01490,2024-06-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,10
ACC01490,2024-07-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,11
ACC01490,2024-08-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,12
ACC01490,2024-09-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,13
ACC01490,2024-10-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,14
ACC01490,2024-11-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,15
ACC01490,2024-12-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,16
ACC01490,2025-01-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,17
ACC01490,2025-02-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,18
ACC01490,2025-03-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,19
ACC01490,2025-04-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,20
ACC01490,2025-05-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,21
ACC01490,2025-06-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,22
ACC01490,2025-07-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,23
ACC01490,2025-08-01,2023-08-01,0,PLN_GROWTH,199,Partner,North America,Mid-Market,24
ACC01491,2023-08-01,2023-08-01,1,PLN_STARTER,49,Organic Search,APAC,SMB,0
ACC01491,2023-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,1
ACC01491,2023-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,2
ACC01491,2023-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,3
ACC01491,2023-12-01,2023-08-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,4
ACC01491,2024-01-01,2023-08-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,5
ACC01492,2023-08-01,2023-08-01,1,PLN_STARTER,49,Organic Search,North America,SMB,0
ACC01492,2023-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,1
ACC01492,2023-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,2
ACC01492,2023-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,3
ACC01493,2023-08-01,2023-08-01,1,PLN_STARTER,49,Organic Search,Europe,SMB,0
ACC01493,2023-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,1
ACC01493,2023-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,2
ACC01493,2023-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,3
ACC01493,2023-12-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,4
ACC01493,2024-01-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,5
ACC01493,2024-02-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,6
ACC01493,2024-03-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,7
ACC01493,2024-04-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,8
ACC01493,2024-05-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,9
ACC01493,2024-06-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,10
ACC01493,2024-07-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,11
ACC01493,2024-08-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,12
ACC01493,2024-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,13
ACC01493,2024-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,14
ACC01493,2024-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,15
ACC01493,2024-12-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,16
ACC01493,2025-01-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,17
ACC01493,2025-02-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,18
ACC01493,2025-03-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,19
ACC01493,2025-04-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,20
ACC01493,2025-05-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,21
ACC01493,2025-06-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,22
ACC01493,2025-07-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,23
ACC01493,2025-08-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,24
ACC01494,2023-08-01,2023-08-01,1,PLN_STARTER,49,Paid Search,Europe,SMB,0
ACC01494,2023-09-01,2023-08-01,0,PLN_STARTER,49,Paid Search,Europe,SMB,1
ACC01494,2023-10-01,2023-08-01,0,PLN_STARTER,49,Paid Search,Europe,SMB,2
ACC01494,2023-11-01,2023-08-01,0,PLN_STARTER,49,Paid Search,Europe,SMB,3
ACC01495,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Paid Social,North America,SMB,0
ACC01495,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,1
ACC01495,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,2
ACC01495,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,3
ACC01495,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,4
ACC01495,2024-01-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,5
ACC01495,2024-02-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,6
ACC01495,2024-03-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,7
ACC01495,2024-04-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,8
ACC01495,2024-05-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,9
ACC01495,2024-06-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,10
ACC01495,2024-07-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,11
ACC01495,2024-08-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,12
ACC01495,2024-09-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,13
ACC01495,2024-10-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,14
ACC01495,2024-11-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,15
ACC01495,2024-12-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,16
ACC01495,2025-01-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,17
ACC01495,2025-02-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,18
ACC01495,2025-03-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,19
ACC01495,2025-04-01,2023-08-01,0,PLN_GROWTH,199,Paid Social,North America,SMB,20
ACC01496,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Partner,Europe,SMB,0
ACC01496,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Partner,Europe,SMB,1
ACC01496,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Partner,Europe,SMB,2
ACC01496,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Partner,Europe,SMB,3
ACC01496,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Partner,Europe,SMB,4
ACC01496,2024-01-01,2023-08-01,0,PLN_GROWTH,199,Partner,Europe,SMB,5
ACC01497,2023-08-01,2023-08-01,1,PLN_STARTER,49,Partner,North America,SMB,0
ACC01497,2023-09-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,1
ACC01497,2023-10-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,2
ACC01497,2023-11-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,3
ACC01497,2023-12-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,4
ACC01497,2024-01-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,5
ACC01497,2024-02-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,6
ACC01497,2024-03-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,7
ACC01497,2024-04-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,8
ACC01497,2024-05-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,9
ACC01497,2024-06-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,10
ACC01497,2024-07-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,11
ACC01497,2024-08-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,12
ACC01497,2024-09-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,13
ACC01497,2024-10-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,14
ACC01497,2024-11-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,15
ACC01497,2024-12-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,16
ACC01497,2025-01-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,17
ACC01497,2025-02-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,18
ACC01497,2025-03-01,2023-08-01,0,PLN_STARTER,49,Partner,North America,SMB,19
ACC01498,2023-08-01,2023-08-01,1,PLN_STARTER,49,Paid Social,North America,SMB,0
ACC01498,2023-09-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,1
ACC01498,2023-10-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,2
ACC01498,2023-11-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,3
ACC01498,2023-12-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,4
ACC01498,2024-01-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,5
ACC01498,2024-02-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,6
ACC01498,2024-03-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,7
ACC01498,2024-04-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,8
ACC01498,2024-05-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,9
ACC01498,2024-06-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,10
ACC01498,2024-07-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,11
ACC01498,2024-08-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,12
ACC01499,2023-08-01,2023-08-01,1,PLN_SCALE,799,Organic Search,APAC,SMB,0
ACC01499,2023-09-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,SMB,1
ACC01500,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Organic Search,India,Mid-Market,0
ACC01500,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,India,Mid-Market,1
ACC01500,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,India,Mid-Market,2
ACC01500,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,India,Mid-Market,3
ACC01500,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,India,Mid-Market,4
ACC01501,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Referral,Latin America,SMB,0
ACC01501,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,1
ACC01501,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,2
ACC01501,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,3
ACC01501,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,4
ACC01501,2024-01-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,5
ACC01501,2024-02-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,6
ACC01501,2024-03-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,7
ACC01501,2024-04-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,8
ACC01501,2024-05-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,9
ACC01501,2024-06-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,10
ACC01501,2024-07-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,11
ACC01501,2024-08-01,2023-08-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,12
ACC01502,2023-08-01,2023-08-01,1,PLN_SCALE,799,Organic Search,APAC,Mid-Market,0
ACC01502,2023-09-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,1
ACC01502,2023-10-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,2
ACC01502,2023-11-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,3
ACC01502,2023-12-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,4
ACC01502,2024-01-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,5
ACC01502,2024-02-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,6
ACC01502,2024-03-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,7
ACC01502,2024-04-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,8
ACC01502,2024-05-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,9
ACC01502,2024-06-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,10
ACC01502,2024-07-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,11
ACC01502,2024-08-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,12
ACC01502,2024-09-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,13
ACC01502,2024-10-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,14
ACC01502,2024-11-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,15
ACC01502,2024-12-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,16
ACC01502,2025-01-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,17
ACC01502,2025-02-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,18
ACC01502,2025-03-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,19
ACC01502,2025-04-01,2023-08-01,0,PLN_SCALE,799,Organic Search,APAC,Mid-Market,20
ACC01503,2023-08-01,2023-08-01,1,PLN_STARTER,49,Organic Search,Europe,SMB,0
ACC01503,2023-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,1
ACC01503,2023-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,2
ACC01503,2023-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,Europe,SMB,3
ACC01504,2023-08-01,2023-08-01,1,PLN_STARTER,49,Paid Social,North America,SMB,0
ACC01504,2023-09-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,1
ACC01504,2023-10-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,2
ACC01504,2023-11-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,3
ACC01504,2023-12-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,4
ACC01504,2024-01-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,5
ACC01504,2024-02-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,6
ACC01504,2024-03-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,7
ACC01504,2024-04-01,2023-08-01,0,PLN_STARTER,49,Paid Social,North America,SMB,8
ACC01505,2023-08-01,2023-08-01,1,PLN_STARTER,49,Organic Search,North America,SMB,0
ACC01505,2023-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,1
ACC01505,2023-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,2
ACC01505,2023-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,3
ACC01505,2023-12-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,4
ACC01505,2024-01-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,5
ACC01505,2024-02-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,6
ACC01505,2024-03-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,7
ACC01505,2024-04-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,8
ACC01505,2024-05-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,9
ACC01505,2024-06-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,10
ACC01505,2024-07-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,11
ACC01505,2024-08-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,12
ACC01505,2024-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,13
ACC01505,2024-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,14
ACC01505,2024-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,15
ACC01505,2024-12-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,16
ACC01505,2025-01-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,17
ACC01505,2025-02-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,18
ACC01505,2025-03-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,19
ACC01505,2025-04-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,20
ACC01505,2025-05-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,21
ACC01505,2025-06-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,22
ACC01505,2025-07-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,23
ACC01505,2025-08-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,24
ACC01505,2025-09-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,25
ACC01505,2025-10-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,26
ACC01505,2025-11-01,2023-08-01,0,PLN_STARTER,49,Organic Search,North America,SMB,27
ACC01506,2023-08-01,2023-08-01,1,PLN_SCALE,799,Paid Social,North America,SMB,0
ACC01506,2023-09-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,1
ACC01506,2023-10-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,2
ACC01506,2023-11-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,3
ACC01506,2023-12-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,4
ACC01506,2024-01-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,5
ACC01506,2024-02-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,6
ACC01506,2024-03-01,2023-08-01,0,PLN_SCALE,799,Paid Social,North America,SMB,7
ACC01507,2023-08-01,2023-08-01,1,PLN_GROWTH,199,Organic Search,North America,Mid-Market,0
ACC01507,2023-09-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,1
ACC01507,2023-10-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,2
ACC01507,2023-11-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,3
ACC01507,2023-12-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,4
ACC01507,2024-01-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,5
ACC01507,2024-02-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,6
ACC01507,2024-03-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,7
ACC01507,2024-04-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,8
ACC01507,2024-05-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,9
ACC01507,2024-06-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,10
ACC01507,2024-07-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,11
ACC01507,2024-08-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,12
ACC01507,2024-09-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,13
ACC01507,2024-10-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,14
ACC01507,2024-11-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,15
ACC01507,2024-12-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,16
ACC01507,2025-01-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,17
ACC01507,2025-02-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,18
ACC01507,2025-03-01,2023-08-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,19
ACC01508,2023-08-01,2023-08-01,1,PLN_STARTER,49,Referral,North America,SMB,0
ACC01508,2023-09-01,2023-08-01,0,PLN_STARTER,49,Referral,North America,SMB,1
ACC01508,2023-10-01,2023-08-01,0,PLN_STARTER,49,Referral,North America,SMB,2
ACC01508,2023-11-01,2023-08-01,0,PLN_STARTER,49,Referral,North America,SMB,3
ACC01508,2023-12-01,2023-08-01,0,PLN_STARTER,49,Referral,North America,SMB,4
